department,level,full_name,description,raw_precoreqs,offer_frequency,cross_listed,credit_hours,short_name,prerequisites,corequisites
MANE,6560,Incompressible Flow,"Graduate fluid mechanics course on classical and modern approaches to hydrodynamics. Topics cover three areas, (1) surface waves, (2) flow instability, and (3) vortex dynamics. Wave topics include linear dispersive and nondispersive waves, weakly nonlinear waves, and viscous effects, with special attention to surface tension phenomena. Flow instabilities include gravitational, capillary, thermal, centrifugal, and viscous instabilities. Topics in vortex dynamics include vortex laws and flow invariants, generation and decay of vorticity, and vortex-boundary interaction.",,Spring term even-numbered years.,,3,MANE-6560,[],[]
MANE,6570,Aerodynamic Flow Control,"This is a graduate level course. It aims to provide students with the familiarity of traditional and modern flow control techniques. It also introduces the students to the subject of laminar-to-turbulent transition and flow separation using hydrodynamic stability analysis, which is a crucial component in design and implementation of intelligent flow control strategies.",Prerequisite: MANE 4010 Thermal and Fluids Engineering II or MANE 4070 Aerodynamics I.  The course is offered only to graduate students. Senior undergraduate students who wish to take this course must discuss it in person with the instructor.,Fall term odd-numbered years.,,3,MANE-6570,"['MANE-4010', 'MANE-4070']",[]
MANE,6600,Systems Analysis Techniques,"Methods of analysis for continuous and discrete-time linear systems. Convolution, classical solution of dynamic equations, transforms and matrices are reviewed. Emphasis is on the concept of state space. Linear spaces, concept of state, modes, controllability, observability, state transition matrix. State variable feedback, compensation, decoupling.",Prerequisite: MANE 4050 Modeling and Control of Dynamic Systems or ECSE 2410 Signals and Systems.,Fall term annually.,,3,MANE-6600,"['MANE-4050', 'ECSE-2410']",[]
MANE,6610,Nonlinear Control Systems,"Phenomena peculiar to nonlinear systems. Linearization, iteration, and perturbation procedures. Describing function stability analysis. Phase plane methods. Relaxation oscillations and limit cycles. Stability analysis by Lyapunov's method. Popov's theorem. Adaptive control systems. Sensitivity analysis.",Prerequisite: ECSE 6400 or MANE 6600 Systems Analysis Techniques.,Spring term odd-numbered years.,ECSE 6420 Nonlinear Control Systems; students cannot receive credit for both this course and ECSE 6420.,3,MANE-6610,"['ECSE-6400', 'MANE-6600']",[]
MANE,6620,Optimal Control Theory,"The concepts, techniques, and tools related to optimal control for dynamical systems. Major topics include calculus of variation, minimum principle, dynamic programming, optimal estimation, and differential games. Both discrete time systems and continuous times are addressed. Particular consideration is given to linear time invariant systems in terms of linear quadratic regulator and Kalman filter.",Prerequisite: ECSE 6400 or MANE 6600 Systems Analysis Techniques.,Spring term even-numbered years.,ECSE 6440 Optimal Control Theory; students cannot receive credit for both this course and ECSE 6440.,3,MANE-6620,"['ECSE-6400', 'MANE-6600']",[]
MANE,6630,Conduction Heat Transfer,"An introduction to the mathematics of conduction heat transfer. Applications of results illustrated by examples from furnace design, cooling of electric components, building design, heat exchanger design.",,Fall term odd-numbered years.,,3,MANE-6630,[],[]
MANE,6640,Radiation Heat Transfer,"An introduction to radiation heat transfer in diathermanous media and participating media. Selected applications from spacecraft design, furnace design, meteorology, temperature measurement, environmental control.",,Upon sufficient demand.,,3,MANE-6640,[],[]
MANE,6650,Convective Heat Transfer,"Fundamental study of convection heat transfer in laminar and turbulent internal and external flows. Unsteady flows, combined heat and mass transfer, conjugated unsteady heat transfer, and buoyancy induced convection. Selected applications from aeronautics and heat exchanger design.",Prerequisite: MANE 4800 Boundary Layers and Heat Transfer. MANE 6520 Fluid Mechanics is recommended.,Spring term even-numbered years.,,3,MANE-6650,"['MANE-4800', 'MANE-6520']",[]
MANE,6660,Fundamentals of Finite Elements,"Graduate-level course on the fundamental concepts and technologies underlying finite element methods for the numerical solution of continuum problems. The course emphasizes the construction of integral weak forms for elliptic partial differential equations and the construction of the elemental level matrices using multi-dimensional shape functions, element level mappings, and numerical integration. The basic convergence properties of the finite element method will be given. This course serves as preparation for students working on finite element methods.",Prerequisite: MATH 2400 Introduction to Differential Equations.,Fall term annually.,CIVL 6660. Students cannot obtain credit for both this course and CIVL 6660.,3,MANE-6660,['MATH-2400'],[]
MANE,6670,Nonlinear Finite Element Methods,"The formulations and solution strategies for finite element analysis of nonlinear problems are developed. Topics include the sources of nonlinear behavior (geometric, constitutive, boundary condition), derivation of the governing discrete equations for nonlinear systems such as large displacement, nonlinear elasticity, rate independent and dependent plasticity and other nonlinear constitutive laws, solution strategies for nonlinear problems (e.g., incrementation, iteration), and computational procedures for large systems of nonlinear algebraic equations.",Prerequisites: MANE 6660/CIVL 6660 or equivalent.,Upon sufficient demand.,Cross listed as CIVL 6670. Students cannot obtain credit for both this course and CIVL.,3,MANE-6670,"['MANE-6660', 'CIVL-6660']",[]
MANE,6680,Finite Element Programming,"Examines the implementation of finite element methods. Consideration is first given to the techniques used in classic finite element programs. Attention then focuses on development of a general geometry-based code which effectively supports higher order adaptive technique. Technical areas covered include: effective construction of element matrices for p-version finite elements, ordering of unknowns, automatic mesh generation, adaptive mesh improvement, program and database structures. Implementation of automated adaptive techniques on parallel computers is also covered.",Prerequisite: MANE 6660/CIVL 6660 Fundamentals of Finite Elements or MATH 6860/CSCI 6860 Finite Element Analysis.,Spring term odd-numbered years.,Cross listed: CIVL 6680. Students cannot obtain credit for both this course and CIVL 6680.,3,MANE-6680,"['MANE-6660', 'CIVL-6660', 'MATH-6860', 'CSCI-6860']",[]
MANE,6700,Finite Element Methods in Structural Dynamics,"Solutions to the free vibration and transient dynamic responses of two-and three-dimensional structures by the finite element method are considered. The governing finite element matrix equations are derived and numerical aspects of solving these time-dependent equations considered. Topics include the formulation of the eigenvalue problem, algorithms for eigenvalue extraction, time integration methods including stability and accuracy analysis, and finite elements in time. Modal analysis and direct time integration techniques are compared for a variety of two-and three-dimensional problems.",Prerequisite: CIVL 6660 or MANE 6660 or equivalent.,Upon sufficient demand.,CIVL 6700. Students cannot obtain credit for both this course and CIVL 6700.,3,MANE-6700,"['CIVL-6660', 'MANE-6660']",[]
MANE,6710,Numerical Design Optimization,"This course introduces the theory and practical use of numerical design optimization methods. Topics include:  gradient-based methods for unconstrained and constrained nonlinear optimization; numerical evaluation of derivatives; polynomialand- and kriging-based surrogate models; gradient-free optimization methods; optimization under uncertainty; multi-objective and multi-disciplinary optimization. Projects require the use of computer programs to generate numerical results; therefore, experience with programming is highly recommended.",Prerequisites: MATH 2010 AND CSCI 1190.,Fall term annually.,With MANE 4280.,3,MANE-6710,"['MATH-2010', 'CSCI-1190']",[]
MANE,6720,Computational Fluid Dynamics,"Course focuses on computational approaches to solve the Navier-Stokes equations. Course assumes knowledge of numerical methods and therefore directly attacks the obstacles to applying these methods to the Navier-Stokes equations. Issues concerning implementation of finite difference methods (FDM), finite volume methods (FVM) and finite element methods (FEM) will be discussed. These issues include: the discrete formulation, nonlinear equation iterator (steady)/marcher (time-accurate), linear equation formation, boundary condition prescription, and linear equation solution.",Prerequisite: MANE 6660/CIVL 6660 or equivalent.,Spring term odd-numbered years.,,3,MANE-6720,"['MANE-6660', 'CIVL-6660']",[]
MANE,6730,Tribology,"A basic course in tribology that covers both the fundamental and applied aspects of the subject. Content includes viscometry, the Reynolds equation, thrust and journal bearings (including design), thermal effects, dynamic loading and instability of bearings, rolling contact bearings, dry bearings, and theories of wear. This course includes design principles and data and is basic to other courses offered in tribology.",,Fall term even-numbered years.,,3,MANE-6730,[],[]
MANE,6750,Generalized Finite Element Methods,"Fundamentals of modern numerical techniques (e.g., partition of unity methods) which overcome longstanding difficulties associated with traditional FEM (e.g., mesh generation and resolution of singularities). Topics include scattered data interpolation, weighted residual methods, integral equation methods for exterior problems (applications to MEMS modeling), multiscale solution techniques using wavelets.",Prerequisite: MANE 4240 or CIVL 4240 or equivalent.,Upon sufficient demand.,,3,MANE-6750,"['MANE-4240', 'CIVL-4240']",[]
MANE,6760,Finite Element Methods for Fluid Dynamics,Analysis of finite element methods for basic classes of problems in fluid mechanics. Starting with scalar transport equations and building to compressible and incompressible Navier-Stokes equations. Emphasis on developing and analyzing formulations that are stable and higher-order accurate such as Galerkin/least-squares methods and SUPG methods. Unsteady formulations are proposed using space-time methods and semi-discrete methods.,"Prerequisite: MANE 6660/CIVL 6660, or equivalent.",Upon sufficient demand.,,3,MANE-6760,"['MANE-6660', 'CIVL-6660']",[]
MANE,6770,Multiscale Computational Modeling,"This course will introduce a unified approach of modeling in science and engineering across spatial and temporal scales using particles as well as continuum fields, specifically focusing on methods and algorithms that will facilitate this bridging. Topics include two categories of multiscale approaches: information-passing and concurrent-bridging approaches. The goal is to algorithmically develop these methods, and in the process teach the underlying simulation techniques. Applications to realistic problems will highlight the strengths of these approaches, while stressing the challenges that still need to be surmounted.","Prerequisite: MANE 4240/CIVL 4240, or equivalent.",Upon sufficient demand.,,3,MANE-6770,"['MANE-4240', 'CIVL-4240']",[]
MANE,6780,Numerical Modeling of Failure Processes in Materials,"State of the art in computational modeling of failure processes in materials. Topics include numerical modeling of discrete defects, distributed damage and multiscale computational techniques including multiple scale perturbation techniques, boundary layer techniques, and various global-local approaches.",Prerequisite: MANE 6660/CIVL 6660 or equivalent.,Upon availability of instructor.,Cross listed as CIVL 6780. Students cannot obtain credit for both this course and CIVL 6780.,3,MANE-6780,"['MANE-6660', 'CIVL-6660']",[]
MANE,6800,Manufacturing Systems Integration,"Examination of the basic elements that are used to integrate the design and manufacture of capital and consumer products; manufacturing information systems, CAD/CAM systems, and manufacturability considerations when integrating unit process operations.",,Spring term annually.,,3,MANE-6800,[],[]
MANE,6820,Finite Deformation Plasticity: Theory and Applications Kinematics of Finite Deformation,Elastic-plastic and elasto-viscoplastic constitutive behavior for isotropic and strain-induced anisotropic materials. Integration algorithms and finite element formulations for solving practical problems.,Prerequisite: MANE 6170.,Upon availability of instructor.,,3,MANE-6820,['MANE-6170'],[]
MANE,6830,Combustion,"Review of fundamentals of thermodynamics, chemical kinetics, fluid mechanics, and modern diagnostics. Discussion of flame propagation, thermal and chain explosions, stirred reactors, detonations, droplet combustion, and turbulent jet flames. Introduction to computational tools for complex equilibrium and kinetic calculations. Application to problems such as pollutant formation.",MANE 4010 or MANE 4080.,Upon availability of instructor.,MANE 4750 and CHME 6830; students cannot obtain credit for both this course and any of the cross listed courses.,3,MANE-6830,"['MANE-4010', 'MANE-4080']",[]
MANE,6840,An Introduction to Multiphase Flow and Heat Transfer I,"This course is intended to give students a state-of-the-art understanding about single and multicomponent boiling and condensation heat transfer phenomena. Applications include the analysis of nuclear reactors, oil wells, and chemical process equipment. Students satisfactorily completing this course are expected to thoroughly understand the current thermal-hydraulics literature on multiphase heat and mass transfer and be able to conduct independent research in this field.",Prerequisite: a working knowledge of fluid mechanics and heat transfer.,Upon availability of instructor.,CHME 6840; students cannot obtain credit for both this course and CHME 6840.,3,MANE-6840,[],[]
MANE,6850,An Introduction to Multiphase Flow and Heat Transfer II,"This course is intended to give students a state-of-the-art understanding in multicomponent flow phenomena. Applications in the chemical process, petroleum recovery, and fossil/nuclear power industries are given. Specific areas of coverage include two-phase: fluid mechanics, pressure drop, modeling and analysis, stability analysis, critical flow and dynamic waves, flow regime analysis, and phase separation and distribution phenomena.",Prerequisite: MANE 6840/CHME 6840 An Introduction to Multiphase Flow and Heat Transfer I.,Upon availability of instructor.,Cross listed as CHME 6850. Students cannot obtain credit for both this course and CHME 6850.,3,MANE-6850,"['MANE-6840', 'CHME-6840']",[]
MANE,6880,Product Realization,"Concepts and tools that enable engineers and business leaders to jointly make sound business/technology decisions in moving from ideas and designs to real products will be taught using lectures, cases, and a major project that will enhance the change of success of a new venture business. Topics: disciplined toll-gate processes, customer contract, technical risk management, design decisions, quality management, sourcing, product launch.",Prerequisites: engineering B.S. or MGMT 6620 Principles of Technological Entrepreneurship.,Upon availability of instructor.,,3,MANE-6880,['MGMT-6620'],[]
MANE,6900,Seminar,,,Fall and spring terms annually.,,0,MANE-6900,[],[]
MANE,6940,"Individual Projects in Mechanical Engineering, Aeronautical Engineering, Nuclear Engineering, or Engineering Physics",,Permission of instructor.,Fall and spring terms annually.,,3 to 6,MANE-6940,[],[]
MANE,6960,"Topics in Mechanical Engineering, Aeronautical Engineering, Nuclear Engineering, or Engineering Physics",,,Fall and spring terms annually.,,3,MANE-6960,[],[]
MANE,6970,Professional Project,"Active participation in a semester-long project, under the supervision of a faculty adviser. A Professional Project often serves as a culminating experience for a Professional Master’s program but, with departmental or school approval, can be used to fulfill other program requirements. With approval, students may register for more than one Professional Project. Professional Projects must result in documentation established by each department or school, but are not submitted to the Office of Graduate Education and are not archived in the library. Grades of A,B,C, or F are assigned by the faculty adviser at the end of the semester. If not completed on time, a formal Incomplete grade may be assigned by the faculty adviser, listing the work remaining to be completed and the time limit for completing this work.",,,,,MANE-6970,[],[]
MANE,6980,Master's Project,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library.",,,,1 to 9,MANE-6980,[],[]
MANE,6990,Master's Thesis,"Active participation in research, under the supervision of a faculty adviser, leading to a master's thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library.",,,,1 to 9,MANE-6990,[],[]
MANE,7000,Advanced Engineering Mathematics II,A continuation of the advanced presentation of mathematical methods useful in engineering practice. The course covers the Frobenius method for the solution of boundary value problems; the representation of arbitrary functions by characteristic functions; calculus of functions of more than one variable including the study of extreme; overview of calculus of variations; principles of vector and tensor analysis; analytical and numerical techniques for the solution of initial and boundary value problems in partial differential equations. Symbolic manipulation and scientific computation software used extensively. Emphasis on reliable computing is made throughout.,,,,3,MANE-7000,[],[]
MANE,7100,Mechanical Engineering Foundations II,A presentation of the most common physical and mathematical modes used in the description of the mechanical behavior of materials. The course covers the microstructural and thermodynamic foundations of constitutive material behavior of interest in mechanical engineering applications; overview of elasticity and plasticity and their relationship to microstructural features; principles of rheology; viscoelasticity and creep; failure mechanisms including fracture crack propagation and fatigue crack growth. Particular attention throughout is given to the development of the ability to utilize the mathematical models to assess the reliability and life of mechanical engineering components at the design state.,,,,3,MANE-7100,[],[]
MANE,9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S.",,,,1 to 15,MANE-9990,[],[]
MATH,1010,Calculus I,"Functions, limits, continuity, derivatives, implicit differentiation, related rates, maxima and minima, elementary transcendental functions, introduction to definite integral with applications to area and volumes of revolution.Students cannot get credit for both MATH-1010 and MATH-1500.",,Fall and spring terms annually.,,4,MATH-1010,[],[]
MATH,1020,Calculus II,"Techniques and applications of integration, polar coordinates, parametric equations, infinite sequences and series, vector functions and curves in space, functions of several variables, and partial derivatives.",Prerequisite: MATH 1010.,Fall and spring terms annually.,,4,MATH-1020,['MATH-1010'],[]
MATH,1500,"Calculus for Architecture, Management, and HASS","Basic concepts in differential and integral calculus for functions of one variable. Topics will include functions, limits, continuity, derivatives, integration, exponential and logarithmic functions, and techniques of integration. Application areas will include topics in Management, Architecture, and Social Sciences with special emphasis on the role of calculus in introductory probability. Students cannot get credit for both MATH-1500 and MATH-1010.","Prerequisite: major in management, architecture, or HASS.",Fall term annually.,,4,MATH-1500,[],[]
MATH,1520,Mathematical Methods in Management and Economics,"Functions of several variables, introductory linear algebra, and other analytical techniques needed for further study in probability, statistics, and operations research. Topics covered include improper integrals, probability density functions, partial derivatives and optimization techniques for functions of several variables, matrix algebra, linear systems, lines and planes in 3-space, linear inequalities, introductory linear programming, introductory combinatorics, and some probability.","Prerequisites: MATH 1010 or MATH 1500 and major in management or economics, or permission of instructor.",Spring term annually.,,4,MATH-1520,"['MATH-1010', 'MATH-1500']",[]
MATH,1620,Contemporary Mathematical Ideas in Society,"An application-oriented course introducing contemporary mathematical concepts that pertain to areas of Architecture and Humanities, Arts, and Social Sciences. The course will cover growth and form, symmetry, patterns, tilings, linear programming, information coding, voting systems, game theory, logic, probability, and statistics.",Prerequisites: major in architecture or HASS and MATH 1010 or MATH 1500 or permission of instructor.,Spring term annually.,,4,MATH-1620,"['MATH-1010', 'MATH-1500']",[]
MATH,1900,Art and Science of Mathematics I,"A seminar for first-year math majors. The weekly student-faculty discussions will vary but examples of topics are: unsolved math problems, countability and the arithmetic of the infinite, topology and the concept of dimension, geometry and one-sided surfaces, and the theory underlying topics currently covered in calculus.",Prerequisite: first-year math majors.,Fall term annually.,,1,MATH-1900,[],[]
MATH,1910,Art and Science of Mathematics II,"A seminar for first-year math majors. The weekly student-faculty discussions will vary but examples of topics are: unsolved math problems, countability and the arithmetic of the infinite, topology and the concept of dimension, geometry and one-sided surfaces, and the theory underlying topics currently covered in calculus.",Prerequisite: first-year math majors.,Spring term annually.,,1,MATH-1910,[],[]
MATH,2010,Multivariable Calculus and Matrix Algebra,"Directional derivatives, maxima and minima, double integrals, line integrals, div and curl, and Green’s Theorem; matrix algebra and systems of linear equations, vectors and linear transformations in R^n, eigenvectors and eigenvalues, applications in engineering and science.",Prerequisite: MATH 1020.,Fall and spring terms annually.,,4,MATH-2010,['MATH-1020'],[]
MATH,2400,Introduction to Differential Equations,"First-order differential equations, second-order linear equations, eigenvalues and eigenvectors of matrices, systems of first-order equations, stability and qualitative properties of nonlinear autonomous systems in the plane, Fourier series, separation of variables for partial differential equations.",Prerequisites: MATH 1020 and some knowledge of matrices.,Fall and spring terms annually.,,4,MATH-2400,['MATH-1020'],[]
MATH,2940,Readings in Mathematics,,,,,1 to 4,MATH-2940,[],[]
MATH,2960,Topics in Mathematics,,,,,1 to 4,MATH-2960,[],[]
MATH,4010,Abstract Algebra,"Groups, rings, polynomial rings, fields, integral domains, with emphasis on group theory; homomorphisms and isomorphisms; normal subgroups, cosets, ideals, modules; quotient groups and quotient rings; other topics chosen from number theory, polynomials, and Galois Theory.",Prerequisite: familiarity with mathematical proofs.  MATH 4090 and MATH 4100 are recommended.,Spring term annually.,,4,MATH-4010,"['MATH-4090', 'MATH-4100']",[]
MATH,4020,Introduction to Number Theory,"Topics include the history of number representation systems, divisibility, greatest common divisor and prime factorization, linear Diophantine equations, congruences, and condition congruences. Additional topics may be chosen from cryptology, the perpetual calendar, hashing functions, computer operations and complexity, continued fractions, multiplicative functions, primitive roots, pseudo-random numbers, nonlinear Diophantine equations, Fermat’s last theorem, algebraic numbers, and approximation of numbers by rationals.",Prerequisite:  MATH 1020.,Spring term odd-numbered years.,,4,MATH-4020,['MATH-1020'],[]
MATH,4030,Computability and Logic,"This course covers basic concepts and results in mathematical logic and computability theory, including decision procedures, automated theorem proving techniques for truth-functional and first-order logic, axiomatizations of set theory and arithmetic, Turing Machines, Abacus Machines, recursive functions, the Church-Turing Thesis, the halting problem, undecidability of first-order logic, undecidability of arithmetic, and Godel's incompleteness results.",Prerequisite: PHIL 2140 or CSCI 2200.,Spring term odd-numbered years.,Cross listed as PHIL 4420. Students cannot obtain credit for both this course and PHIL 4420.,4,MATH-4030,"['PHIL-2140', 'CSCI-2200']",[]
MATH,4040,Introduction to Topology,"Topics include general topological spaces, connectedness, compactness, continuity, and product spaces. Additional topics may be chosen from identification spaces, homotopy, the fundamental group, covering maps, lifts, classification of surfaces, Baire category, dimension, and the Jordan curve theorem.",Prerequisite:  MATH 4090 or graduate standing or permission of the instructor.,Fall term even-numbered years.,,4,MATH-4040,['MATH-4090'],[]
MATH,4090,Foundation of Analysis,"The course provides an opportunity for the development of theorem-proving skills in the field of mathematical analysis.  Expansion of a knowledge base comes as a by-product of energy expended in theorem proving and subsequent exposition.  Analysis topics included are: sets, functions, the real numbers, cardinality, induction, decimal representations of real numbers, Euclidean spaces, abstract vector spaces, and metric spaces. This is a communication-intensive course.",Prerequisites: mathematics major and MATH 2010.,Fall and spring terms annually.,,4,MATH-4090,['MATH-2010'],[]
MATH,4100,Linear Algebra,"The theory underlying vector spaces, algebra of subspaces, bases; linear transformations, dual spaces; eigenvectors, eigenvalues, minimal polynomials, canonical forms of linear transformations; inner products, adjoints, orthogonal projections, and complements.",MATH 2010.,Fall and spring terms annually.,,4,MATH-4100,['MATH-2010'],[]
MATH,4120,Fundamentals of Geometry,"Topics may be chosen from differential geometry of curves and surfaces, involutes and evolutes, order of contact, developable surfaces, Euler's and Meusnier's Theorem, mean and Gaussian curvatures, geodesics and parallel transport, The Theorem Egregium of Gauss, Gauss-Bonnet Theorem, computer-aided geometric design, computational geometry, tessellations, tiling and patterns, projective and non-Euclidean geometries, postulates and axiomatic systems, advanced Euclidean geometry, and the history of geometry.",Prerequisites: MATH 2010.,Spring term even-numbered years.,,4,MATH-4120,['MATH-2010'],[]
MATH,4150,Graph Theory,"Fundamental concepts and methods of graph theory and its applications to various areas of computing and the social and natural sciences. Topics include graphs as models, representation of graphs, trees, distances, matchings, connectivity, flows in networks, graph colorings, Hamiltonian cycles, traveling salesman problem, planarity. All concepts, methods, and applications are presented through a sequence of exercises and problems, many of which are done with the help of novel software systems for combinatorial computing.",Prerequisites: CSCI 1100 and either CSCI 2200 or MATH 4090.,Spring term annually.,CSCI 4260. Students cannot obtain credit for both this course and CSCI 4260.,4,MATH-4150,"['CSCI-1100', 'CSCI-2200', 'MATH-4090']",[]
MATH,4200,Mathematical Analysis I,"Fundamental concepts of mathematical analysis. This is the first course in a two-term sequence covering such topics as the real number system, limits, sequences, series, convergence, uniform convergence, functions of one variable, continuity, differentiability, Riemann integration, Stone-Weierstrass Theorem, functions of several variables, trigonometric series, differential forms on manifolds, and the higher dimensional Stokes Theorem.",Prerequisites: MATH 1020 and MATH 4090 or graduate standing or permission of the instructor.,Fall term annually.,,4,MATH-4200,"['MATH-1020', 'MATH-4090']",[]
MATH,4300,Introduction to Complex Variables: Theory and Applications,"An introduction to the theory and applications of complex variables. Topics include analytic functions, Riemann surfaces, complex integration, Taylor and Laurent series, residues, conformal mapping, harmonic functions, and Laplace transforms. Applications will be to problems in science and engineering such as fluid and heat flow, dynamical systems, and electrostatics.",Prerequisite:  MATH 2010 or equivalent.,Spring term annually.,,4,MATH-4300,['MATH-2010'],[]
MATH,4400,Ordinary Differential Equations and Dynamical Systems,"An intermediate course emphasizing a modern geometric approach and applications in science and engineering. Topics include first-order equations, linear systems, phase plane, linearization and stability, calculus of variations, Lagrangian and Hamiltonian mechanics, oscillations, basic bifurcation theory, chaotic dynamics, and existence  and uniqueness.",Prerequisites: MATH 2010 and MATH 2400 or permission of instructor.,Fall term annually.,,4,MATH-4400,"['MATH-2010', 'MATH-2400']",[]
MATH,4500,Methods of Partial Differential Equations of Mathematical Physics,"An intermediate course serving to introduce both the qualitative properties of solutions of partial  differential equations and methods of solution, including separation of variables. Topics include first-order equations, derivation of the classical equations of mathematical physics (wave, potential, and heat equations), method of characteristics, construction and behavior of solutions, maximum principles, energy integrals.",Prerequisite: MATH 2010 and MATH 2400 or permission of instructor.,Spring term annually.,,4,MATH-4500,"['MATH-2010', 'MATH-2400']",[]
MATH,4600,Advanced Calculus,"A course emphasizing advanced concepts and methods from calculus. Topics include: multivariable integral theorems (Green's, divergence, Stokes', Reynolds transport), extrema of multivariable functions (including Taylor's theorem and Lagrange multipliers), the calculus of variations (Euler–Lagrange equations, constraints, principle of least action), and Cartesian tensors (calculus, invariants, representations).",Prerequisites: MATH 2010.,Fall and spring terms annually.,,4,MATH-4600,['MATH-2010'],[]
MATH,4700,Foundations of Applied Mathematics,"Mathematical formulation of models for various processes. Derivation of relevant differential equations from conservation laws and constitutive relations. Use of dimensional analysis, scaling, and elementary perturbation methods. Description of basic wave motion. Examples from areas including biology, elasticity, fluid dynamics, particle mechanics, chemistry, geophysics, and finance.","Prerequisite: MATH 2400 is required, and MATH 2010 is recommended.",Fall term annually.,,4,MATH-4700,"['MATH-2400', 'MATH-2010']",[]
MATH,4720,Mathematics in Medicine and Biology,"An introduction to mathematics used in biology, biophysics, biomedical engineering, and medicine. The mathematical topics covered are selected from calculus, linear algebra, differential equations, numerical methods, and Fourier analysis. The biological applications covered are selected from human physiology (heart, lung, brain), population models (microorganisms, cells, animals), and the diagnosis and treatment of disease (heart, cancer).",Prerequisite: MATH 1020.,Fall term annually,,4,MATH-4720,['MATH-1020'],[]
MATH,4740,Introduction to Financial Mathematics and Engineering,"This course is designed to introduce students to mathematical and computational finance. Topics include a mathematical approach to risk analysis, portfolio selection theory, futures, options, and other derivative investment instruments. Finite difference and finite element methods for computing American option prices are discussed. A working knowledge of MAPLE or MATLAB is required to compute optimal portfolios.",Prerequisite: MATH 1020.,Fall term annually.,,4,MATH-4740,['MATH-1020'],[]
MATH,4800,Numerical Computing,"A survey of numerical methods for scientific and engineering problems. Topics include numerical solution of linear and nonlinear algebraic equations, interpolation and least squares approximations, numerical integration and differentiation, eigenvalue problems, and an introduction to the numerical solution of ordinary differential equations. Emphasis placed on efficient computational procedures including the use of library and student written procedures using high-level software such as MATLAB.",Prerequisites: MATH 2010 and MATH 2400.,Fall and spring terms annually.,Cross listed as CSCI 4800. Students cannot obtain credit for both this course and CSCI 4800.,4,MATH-4800,"['MATH-2010', 'MATH-2400']",[]
MATH,4820,Introduction to Numerical Methods for Differential Equations,"Derivation, analysis, and use of computational procedures for solving differential equations. Topics covered include ordinary differential equations (both initial value and boundary value problems) and partial differential equations. Runge-Kutta and multistep methods for initial value problems. Finite difference methods for partial differential equations including techniques for heat conduction, wave propagation, and potential problems. Basic convergence and stability theory.",Prerequisite: MATH 4800 or CSCI 4800.,Spring term even-numbered years.,Cross listed as CSCI 4820. Students cannot obtain credit for both this course and CSCI 4820.,4,MATH-4820,"['MATH-4800', 'CSCI-4800']",[]
MATH,4840,Numerical Linear Algebra with Applications,"The focus of the course is on fundamental algorithms in computational linear algebra and their applications in science and engineering. These algorithms involve QR and SVD factorizations, the computation of eigenvalues and eigenvectors, basic optimization methods, and iterative methods for sparse systems. Applications will be considered in areas such as data analysis and compression, principal component and spectral analysis, solutions of large sparse systems, among others.",MATH 4800.,Spring term odd-numbered years.,,,MATH-4840,['MATH-4800'],[]
MATH,4940,Readings in Mathematics,,,,,1 to 4,MATH-4940,[],[]
MATH,4950,Research in Mathematics,"Undergraduate mathematics projects that utilize students' mathematical knowledge will result in formal reports and final presentations. Examples are research projects or critical in-depth mathematical literature reviews. Information about projects will be exchanged in weekly meetings with the research supervisor. In order to take this course, students must make arrangements with a math faculty member to act as a research supervisor. This is a communication-intensive course. To be graded S/U.",Prerequisite: permission of instructor is required. Open to mathematics majors only.,Fall and spring terms annually.,,4,MATH-4950,[],[]
MATH,4960,Topics in Mathematics,,,,,1 to 4,MATH-4960,[],[]
MATH,4980,Undergraduate Project in Mathematics,,,,,1 to 4,MATH-4980,[],[]
MATH,6190,Topics in Mathematics,"The course is intended to provide a mathematical perspective on one or more topics chosen from algebra, geometry, and/or topology. Topics may include combinatorial matrix theory, classification of surfaces, Lie groups, Galois theory, geometric analysis, computational geometry, homology, and/or fixed point theorems.",Prerequisites: vary with topic.,Spring term odd-numbered years.,,4,MATH-6190,[],[]
MATH,6200,Real Analysis,"A careful study of measure theory, including abstract and Lebesgue measures and integration, absolute continuity and differentiation, L^p spaces, Fourier transforms and Fourier series, Hilbert spaces and normed linear spaces.",Prerequisite: MATH 4210 or equivalent or permission of instructor.,Fall term even-numbered years.,,4,MATH-6200,['MATH-4210'],[]
MATH,6220,Applied Functional Analysis,"A basic course in the concepts of linear functional analysis, including such topics as Banach and Hilbert spaces, L^p and l^p (sequence) spaces; weak, strong and weak* convergence; linear functionals; linear bounded, unbounded, closed, and compact operators; spectrum, resolvent, the spectral theorem for compact operators, Fredholm alternative; applications are to differential equations, integral equations and optimization.","Prerequisites: MATH 4210 and MATH 4300, or equivalent or permission of instructor.",Fall term odd-numbered years.,,4,MATH-6220,"['MATH-4210', 'MATH-4300']",[]
